launch_service_provider,mission,name,net,pad,rocket,status
Soviet Space Program,Efir 2,Soyuz U | Efir 2,12/27/1985 5:06 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Tselina-2 3,Zenit-2 | Tselina-2 3,12/28/1985 9:16 a.m.,"45/1 | Baikonur Cosmodrome, Republic of Kazakhstan",Zenit-2,Launch Successful
Soviet Space Program,Zenit-8 26,Soyuz U | Zenit-8 26,01/08/1986 11:25 a.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Strela-1M 297-304,Kosmos-3M | Strela-1M 297-304,01/09/1986 2:48 a.m.,"132/2 | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Yantar-4K2 20,Soyuz U | Yantar-4K2 20,01/15/1986 2:20 p.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Parus 53,Kosmos-3M | Parus 53,01/16/1986 11:38 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Tselina-D 53,Tsiklon-3 | Tselina-D 53,01/17/1986 7:21 a.m.,"32/1 | Plesetsk Cosmodrome, Russian Federation",Tsiklon-3,Launch Successful
Soviet Space Program,Raduga 18,Proton-K/DM | Raduga 18,01/17/1986 10:20 a.m.,"200/40 | Baikonur Cosmodrome, Republic of Kazakhstan",Proton-K/DM,Launch Successful
Soviet Space Program,Tsikada 13,Kosmos-3M | Tsikada 13,01/23/1986 6:52 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation",Kosmos-3M,Launch Successful
Soviet Space Program,Zenit-8 27,Soyuz U | Zenit-8 27,01/28/1986 8:35 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
Soviet Space Program,US-K 46,Molniya-M | US-K 46,02/01/1986 6:11 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation",Molniya-M,Launch Successful
Soviet Space Program,Zenit-8 28,Soyuz U | Zenit-8 28,02/04/1986 11:15 a.m.,"41/1 | Plesetsk Cosmodrome, Russian Federation",Soyuz U,Launch Successful
Soviet Space Program,Yantar-4KS1 4,Soyuz U | Yantar-4KS1 4,02/07/1986 8:45 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan",Soyuz U,Launch Successful
